Incident ID,Article URL,Incident Description,Publication Date,Incident Date,Pub Date Minus Incident Date,Province,City or Region,Detailed Location,Incident Category,Gender of Victim(s),Name of Victim(s),Ethnic Community,Black/African/Caribbean,Central Asian,East Asian,Indigenous,Latin American,Middle Eastern,South Asian,Southeast Asian,Identity-Based,Context,Type of Incident,Previous Tags,Needs Review,D4G Notes,CCMF Notes,Status
169,https://www.cbc.ca/news/canada/british-columbia/agassiz-rcmp-fishermen-harassment-1.4803129,RCMP are looking for a group of fishermen accused of harassing two Indigenous women and their children,2018-08-29,2018-08-29,0,British Columbia,Hope,,Criminal: Unknown,,,Indigenous,,,,,,,,,,,,"C; race relations; anti-indigenous; Fraser River, BC",Check city,"Location originally listed as Fraser River, which isn't a city and might be difficult to map. Article describes location as between the cities of Hope and Yale.",,
831,https://www.theglobeandmail.com/politics/article-disqualified-conservative-leadership-candidate-sues-party-to-re-enter/,"Conservative leadership candidate, who was disqualified for racist comments, sues party to re-enter race",2020-03-24,2020-03-24,0,Ontario,Cambridge,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,Politics,,NC; political; anti-muslim; Cambridge,Check city,No mention of the city of Cambridge in the article.,,
880,https://www.cheknews.ca/new-video-protesters-push-plywood-at-truck-going-through-wetsuweten-highway-19-blockade-645649/,Video emerges of truck going through Wet’suwet’en Highway 19 blockade,,2020-02-11,,British Columbia,Courtenay,,Non-Criminal,,,Indigenous,,,,,,,,,,Politics,,NC; political ; protest ; allegations; anti-indigenous ; white supremacist; Wet’suwet’en,Check city,Location originally listed as Wet'suwet'en but article describes the location as being near Courtenay (on the Vancouver Island).,,
34,https://www.cbc.ca/news/canada/thunder-bay/thunder-bay-egg-throwing-investigation-1.4555840,Thunder Bay police investigate alleged racial violence after eggs thrown at pedestrians,2018-02-28,2019-02-28,-365,Ontario,Thunder Bay,,Criminal: Unknown,,,Indigenous,,,,,,,,,,,,C; hate crime; anti-indigenous; Thunder Bay,Check date,Date could not be parsed or listed date is inconsistent with year in original sheet name,,
39,https://www.cbc.ca/news/business/air-canada-human-rights-complaint-attendants-1.4568517,"Air Canada’s Flight Attendant Union Files Human RIghts Complaint, alleging sexual, racial discrimination",2018-03-08,2019-03-08,-365,Ontario,Ottawa,,,,,,,,,,,,,,,,,Human Rights Complaint; race relations; Ottawa,Check date,Date could not be parsed or listed date is inconsistent with year in original sheet name,,
179,https://www.scmp.com/news/world/united-states-canada/article/2164336/protests-and-fears-anti-immigrant-backlash-marrisa,"Marrisa Shen’s accused killer appears in Vancouver court, sparking protests and fears of anti-immigrant backlash",,2019-09-15,,British Columbia,Vancouver,,Criminal: Unknown,,,,,,,,,,,,Xenophobia,,,C; race relations; anti-immigration; Vancouver,Check date,Date could not be parsed or listed date is inconsistent with year in original sheet name,,
182,https://www.cbc.ca/news/canada/montreal/legault-says-woman-claiming-immigrants-are-erasing-quebec-was-close-to-racist-1.4843602,,2018-09-28,2019-09-28,-365,Quebec,Montreal,,,,,,,,,,,,,,Xenophobia,Politics,,political campaign; race relations; anti-immigration; Montreal,Check date,Date could not be parsed or listed date is inconsistent with year in original sheet name,,
263,https://www.cbc.ca/news/canada/british-columbia/lord-byng-racist-threat-school-parents-1.5628913,"Racist student video reinvestigated, following complaints original sanctions were inadequate",2020-06-26,,,British Columbia,Vancouver,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-black; Vancouver,Check date,Date could not be parsed or listed date is inconsistent with year in original sheet name,,
629,https://www.cbc.ca/news/canada/london/london-family-house-egged-1.5407240,London family fearful after house gets egged for third time,2019-12-24,2020-01-02,-9,Ontario,London,,Non-Criminal,,,South Asian,,,,,,,,,,,Vandalism,NC; allegations ; vandalism; anti-south asian; London,Check date,Date could not be parsed or listed date is inconsistent with year in original sheet name,,
630,https://www.cbc.ca/news/canada/montreal/kenrick-mcrae-quebec-police-ethics-committeee-1.5407049,"Black man's arrest was unlawful and racially motivated, Quebec's police ethics committee rules",2019-12-23,2020-01-03,-11,Quebec,Montreal,,,,,Black/African/Caribbean,,,,,,,,,,,Harassment: Racial profiling,HR investigation; profiled ; human rights; anti-black; Montreal,Check date,Date could not be parsed or listed date is inconsistent with year in original sheet name,,
56,"https://thegrio.com/2018/03/29/black-woman-politician-canada-racist/
https://www.huffingtonpost.ca/2018/03/27/celina-caesar-chavannes-supporters-share-appreciation-for-mp-with-hereforcelina_a_23397067/","Conservative Canadian media attack Black woman politician, accuse her of being racist",2018-03-29,2018-03-28,1,Ontario,Ottawa,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,,NC; race relations; anti-black; Ottawa,Invalid Article URL,Multiple URLs listed - remove extras so there is only one for this incident,,
139,"https://www.israelnationalnews.com/News/News.aspx/250078 
https://globalnews.ca/news/4373431/edmonton-swastika-graffiti-rally-rachel-notley/",Anti-Semitic graffiti discovered in Edmonton,,2018-08-16,,Alberta,Edmonton,,,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,Vandalism,Police investigation; vandalism; anti-semitic; Edmonton,Invalid Article URL,Multiple URLs listed - remove extras so there is only one for this incident,,
140,"https://thinkpol.ca/2018/08/05/two-women-arrested-for-inciting-hate-speech-against-indigenous-canadians-on-social-media/ 

https://www.thestar.com/news/canada/2018/07/31/two-manitoba-women-charged-with-inciting-hatred-against-indigenous-people-on-facebook.html",Two women arrested for inciting hate speech against Indigenous Canadians on social media,2018-08-05,2018-07-31,5,Manitoba,Flin Flon,,Criminal: Unknown,,,Indigenous,,,,,,,,,,Online: Social media,Hate speech: Other,"C; hate speech; anti-indigenous; Flin Flon, MB",Invalid Article URL,Multiple URLs listed - remove extras so there is only one for this incident,,
142,https://nextshark.com/crazy-rich-asians-poster-vandalized-racist-comments-vancouver-nothing-will-shake-us-says-director/ https://bc.ctvnews.ca/poster-for-crazy-rich-asians-movie-defaced-with-racist-graffiti-1.4043367,"‘Crazy Rich Asians’ Poster Vandalized With Racist Comments in Vancouver, ‘Nothing Will Shake Us’ Says Director",,2018-08-02,,British Columbia,Vancouver,,Non-Criminal,,,,,,,,,,,,,,Vandalism,NC; race relations/vandalism; anti-asian; Vancouver,Invalid Article URL,Multiple URLs listed - remove extras so there is only one for this incident,,
144,"https://www.mtlblog.com/news/statue-of-canadas-racist-first-prime-minister-was-removed-and-replaced-by-a-plaque-that-has-already-been-vandalized 
https://nationalpost.com/news/politics/plaque-replacing-sir-john-a-macdonald-statue-defaced-victoria-keeping-monument",Statue Of Canada's Racist First Prime Minister Was Removed And Replaced By A Plaque That Has Already Been Vandalized,,2018-08-04,,British Columbia,Victoria,,Non-Criminal,,,,,,,,,,,,,,,NC; race relations; anti-racism; Victoria,Invalid Article URL,Multiple URLs listed - remove extras so there is only one for this incident,,
155,"http://www.cjnews.com/news/canada/nationalist-rally-planned-in-toronto-on-the-anniversary-of-the-charlottesville-attack 
https://www.thestar.com/news/gta/2018/08/09/anti-islam-group-postpones-rally-at-nathan-phillips-square.html","Jewish organizations, police, anti-hate groups and others are girding for a rally this Saturday (Aug. 11) in Toronto by members of several far-right, nationalist and anti-Muslim groups. The Calgary-based Worldwide Coalition Against Islam (WCAI) 
Rally was eventually cancelled.",,2018-08-08,,Ontario,Toronto,,Non-Criminal,,,,,,,,,,,,,,,NC; race relations; anti-racism; Toronto,Invalid Article URL,Multiple URLs listed - remove extras so there is only one for this incident,,
186,"https://www.cbc.ca/news/canada/manitoba/thompson-mayoral-candidate-racist-comments-1.4837150 
https://www.cbc.ca/news/canada/manitoba/thompson-mayor-racist-posts-withdraws-1.4838577","A man running for mayor in Thompson, Man. is distancing himself from racist comments he posted on an online forum known as a haven for white nationalists

Update - candidate removed name from name from ballot",2018-09-25,2018-09-25,0,Manitoba,Thompson,,Non-Criminal,,,,,,,,,,,,,Online: Social media,Hate speech: Other,"NC; race relations, hate speech; white supremacists; Thompson, MB",Invalid Article URL,Multiple URLs listed - remove extras so there is only one for this incident,,
187,"https://pressprogress.ca/doug-ford-stands-behind-this-photo-he-took-with-a-group-of-extremely-racist-white-nationalists/ 
https://www.huffingtonpost.ca/2018/09/24/doug-ford-refuses-to-denounce-white-nationalist-he-posed-with-at-bbq_a_23540529/",Doug Ford Stands Behind This Photo He Took With a Group of Extremely Racist White Nationalists,2018-09-24,2018-09-24,0,Ontario,Toronto,,Non-Criminal,,,,,,,,,,,,,,,NC; race relations; white supremacists; Toronto,Invalid Article URL,Multiple URLs listed - remove extras so there is only one for this incident,,
197,https://www.ctvnews.ca/canada/ucp-rejects-hate-after-soldiers-of-odin-pose-for-pics-at-party-pub-night-1.4125085 https://www.cbc.ca/news/canada/edmonton/notley-wants-kenney-to-take-stand-against-hate-groups-1.4855795,"Alberta's United Conservatives say hateful views have no place in their party, after photos on social media appeared to show members of an anti-immigrant group at a constituency association pub night.",2018-10-07,2018-10-07,0,Alberta,Edmonton,,Non-Criminal,,,,,,,,,,,,Xenophobia,Online: Social media,,"NC; race relations; anti-immigration, white supremacists; Edmonton",Invalid Article URL,Multiple URLs listed - remove extras so there is only one for this incident,,
206,"https://www.theloop.ca/the-bay-is-selling-a-make-canada-great-again-hat-and-the-internet-isnt-happy/ 
https://www.thestar.com/vancouver/2018/12/18/the-bay-pulls-make-canada-great-again-hats-from-pacific-centre-after-accidental-stocking.html",The Bay is selling a ‘Make Canada Great Again’ hat and the internet isn’t happy,2018-10-17,2018-10-17,0,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,,,,NC; race relations; anti-racism; Ottawa,Invalid Article URL,Multiple URLs listed - remove extras so there is only one for this incident,,
189,https://www.cbc.ca/news/canada/edmonton/female-prison-warden-lawsuit-corrections-canada-1.4845069,"$13-million lawsuit accuses Corrections Canada of racism, sexism, bullying and intimidation",2018-10-01,2018-10-01,0,Alberta,Edmonton,,Criminal: Unknown,,,,,,,,,,,,,,Harassment: Other,"C; harassment, assault; not specified; Edmonton, Ottawa",Multiple locations,"Multiple locations: Edmonton, AB; Ottawa, ON",,
258,https://www.straight.com/news/1178116/canadas-yellow-vest-movement-criticized-attracting-extremists,Canada's yellow-vest movement criticized for attracting extremists,,2018-12-16,,Alberta,Edmonton,,Non-Criminal,,,,,,,,,,,,Xenophobia,,,"NC; rally; anti-immigration; Edmonton, Calgary, Vancouver",Multiple locations,"Multiple locations: Edmonton, AB; Calgary, AB; Vancouver, BC",,
261,https://globalnews.ca/news/4789167/alberta-yellow-vest-rallies-protests/,"UN agreement, delayed pipelines protested at yellow vest rallies across Alberta",2018-12-22,2018-12-22,0,Alberta,Edmonton,,Non-Criminal,,,,,,,,,,,,Xenophobia,,,"NC; anti-immigration; Edmonton
Calgary
Edson
Brooks 
Medicine Hat",Multiple locations,"Multiple locations: Edmonton, AB; Calgary, AB; Edson, AB; Brooks, AB; Medicine Hat, AB",,
311,https://www.straight.com/news/1215686/new-zealand-mass-shooting-fires-anti-racism-protests-vancouver-and-across-canada,New Zealand mass shooting fires up anti-racism protests across Canada,,2019-03-14,,British Columbia,Vancouver,,Non-Criminal,,,,,,,,,,,,,,,"NC; protest; anti-racism; Vancouver , Edmonton , Lethbridge",Multiple locations,"Multiple locations: Vancouver, BC; Edmonton, AB; Lethbridge, AB",,
590,https://www.cbc.ca/news/canada/newfoundland-labrador/racist-comments-pal-flight-1.5390513,2 men banned from PAL flights after making racist remarks to Indigenous passengers,2019-12-10,2019-11-29,11,Newfoundland and Labrador,Happy Valley-Goose Bay,,Non-Criminal,,,Indigenous,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-indigenous; Happy Valley-Goose Bay ; St. John's,Multiple locations,"Multiple locations: Happy Valley-Goose Bay, NL; St. John's, NL",,
805,https://ricochet.media/en/2961/bomb-threat-made-against-wetsuweten-and-tyendinaga-mohawks-as-far-right-escalates-talk-of-violence,Bomb threat made against Wet’suwet’en and Tyendinaga Mohawks as far right escalates talk of violence,2020-02-28,2020-02-28,0,British Columbia,Wet'suwet'en,,,,,Indigenous,,,,,,,,,,,Hate speech: Other,HR investigation; hate speech; anti-indigenous; Wet’suwet’en,Multiple locations,Article also mentions a threat to Tyendinaga Mohawks in Ontario. Should an additional entry be added for the Ontario location?,,
807,https://globalnews.ca/news/6600386/calgary-college-hockey-racial-slur-apology/,Calgary college hockey player says apology not enough for on-ice racial slur,2020-02-26,2020-02-26,0,Alberta,Calgary,,Non-Criminal,,,Indigenous,,,,,,,,,,"Educational institute: Post-secondary, Sports: Hockey",Hate speech: Other,NC; hate speech; anti-indigenous; Calgary/Red Deer,Multiple locations,"Multiple locations: Calgary, AB; Red Deer, AB",,
527,https://globalnews.ca/news/6128765/montreal-men-human-rights-complaints-discrimination-banks/,"Montreal-area men file human rights complaints over alleged profiling, discrimination at banks",2019-11-06,2019-10-23,14,Quebec,Montreal,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Harassment: Racial profiling,NC; human rights ; profiled; anti-black; Montreal,Possible duplicate incident,Group 01: URL duplicated in multiple incidents,,
528,https://globalnews.ca/news/6128765/montreal-men-human-rights-complaints-discrimination-banks/,"Montreal-area men file human rights complaints over alleged profiling, discrimination at banks",2019-11-06,2019-10-24,13,Quebec,Laval,,Non-Criminal,,,Middle Eastern,,,,,,,,,,,Harassment: Racial profiling,NC; human rights ; profiled; anti-arab; Laval,Possible duplicate incident,Group 01: URL duplicated in multiple incidents,,
905,https://lethbridgenewsnow.com/2020/05/04/dr-hinshaw-calls-out-wave-of-discrimination-against-immigrants-in-brooks-high-river/,Discrimination against immigrants in Brooks because of meatpacking plant outbreak,,2020-05-04,,Alberta,Brooks,,Non-Criminal,,,,,,,,,,,,Xenophobia,Politics,,NC; political ; race relations; anti-immigrant ; anti-racism; Brooks,Possible duplicate incident,Group 02: URL duplicated in multiple incidents,,
906,https://lethbridgenewsnow.com/2020/05/04/dr-hinshaw-calls-out-wave-of-discrimination-against-immigrants-in-brooks-high-river/,Discrimination against immigrants in High River because of meatpacking plant outbreak,,2020-05-04,,Alberta,High River,,Non-Criminal,,,,,,,,,,,,Xenophobia,Politics,,NC; political ; race relations; anti-immigrant ; anti-racism; High River,Possible duplicate incident,Group 02: URL duplicated in multiple incidents,,
832,https://montreal.ctvnews.ca/asian-montrealers-say-they-ve-increasingly-been-victims-of-racism-during-covid-19-crisis-1.4880671,Man verbally and physically harassed because of his Asian heritage,2020-04-02,2020-04-03,-1,Quebec,Longueuil,,Non-Criminal,,,,,,,,,,,,,,Harassment: Other,"NC; harassment; anti-asian; Longueuil, QC",Possible duplicate incident,Group 03: URL duplicated in multiple incidents,,
833,https://montreal.ctvnews.ca/asian-montrealers-say-they-ve-increasingly-been-victims-of-racism-during-covid-19-crisis-1.4880671,Man harasses Asian couple outside grocery store,2020-04-02,2020-04-03,-1,Quebec,Montreal,,Non-Criminal,,,,,,,,,,,,,,Harassment: Other,NC; harassment; anti-asian; Montreal,Possible duplicate incident,Group 03: URL duplicated in multiple incidents,,
895,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/police-seek-assistance-after-hate-crime-incident-captured-on-video,Man yells racial slurs at woman in parking lot,2020-02-26,2020-01-30,27,Ontario,Mississauga,,,,,,,,,,,,,,,,Hate speech: Other,Police Investigation; hate speech; not specified; Mississauga,Possible duplicate incident,Group 04: URL duplicated in multiple incidents,,
896,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/police-seek-assistance-after-hate-crime-incident-captured-on-video,Man involved in similar racist incident in Brampton,2020-02-26,2020-01-30,27,Ontario,Brampton,,,,,,,,,,,,,,,,Hate speech: Other,Police Investigation; hate speech; not specified; Brampton,Possible duplicate incident,Group 04: URL duplicated in multiple incidents,,
960,https://newsinteractives.cbc.ca/longform/covid-racism-not-always-overt,"Woman lined up outside her local butcher shop on April 25 while wearing a mask when she says a white woman looked at her and then walked away. ""When you have faced racism before in the past you know what it feels like and that definitely felt like a moment of it.""",2020-06-03,2020-04-25,39,British Columbia,Burnaby,,Non-Criminal,,,Southeast Asian,,,,,,,,Philippines,,,Harassment: Racial profiling,NC; profiled; anti-asian ; anti-filipino; Burnaby,Possible duplicate incident,Group 05: URL duplicated in multiple incidents,,
963,https://newsinteractives.cbc.ca/longform/covid-racism-not-always-overt,White man makes sexist and racist remarks at Taiwanese-Canadian woman and spits on her,2020-06-03,2020-05-09,25,British Columbia,Vancouver,,,,,East Asian,,,Taiwan,,,,,,,,Hate speech: Other,Police Investigation; hate speech; anti-asian - anti-Taiwanese; Vancouver,Possible duplicate incident,Group 05: URL duplicated in multiple incidents,,
835,https://www.bnaibrith.ca/jewish_group_s_webinar_hacked_with_racist_messages,Jewish Group's Webinar Hacked with Racist Messages,2020-03-31,2020-03-31,0,,,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Anti-Semitism,Online: Other,Hate speech: Other,NC; hate speech; anti-semitic; National,Possible duplicate incident,Group 06: URL duplicated in multiple incidents,,
913,https://www.bnaibrith.ca/jewish_group_s_webinar_hacked_with_racist_messages,Jewish Group's Webinar Hacked with Racist Message,2020-03-31,2020-03-31,0,Ontario,Toronto,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Anti-Semitism,Online: Other,Hate speech: Other,NC; hate speech; anti-semitic; Toronto,Possible duplicate incident,Group 06: URL duplicated in multiple incidents,,
891,https://www.cbc.ca/news/canada/british-columbia/rise-in-anti-indigenous-racism-violence-requires-allyship-accountability-say-victims-advocates-1.5477383,Two men yell racist slurs at mom and son in wake of Wet'suwet'en protests,2020-02-27,2020-02-17,10,British Columbia,Vancouver,,,,,Indigenous,,,,,,,,,,,Hate speech: Other,Police Investigation; hate speech; anti-indigenous; Vancouver,Possible duplicate incident,Group 07: URL duplicated in multiple incidents,,
892,https://www.cbc.ca/news/canada/british-columbia/rise-in-anti-indigenous-racism-violence-requires-allyship-accountability-say-victims-advocates-1.5477383,"Dene artist sucker punched, offender references pipeline",2020-02-27,2020-02-27,0,British Columbia,Vancouver,,,,,Indigenous,,,,,,,,,,,,Police Investigation; hate crime; anti-indigenous; Vancouver,Possible duplicate incident,Group 07: URL duplicated in multiple incidents,,
893,https://www.cbc.ca/news/canada/british-columbia/rise-in-anti-indigenous-racism-violence-requires-allyship-accountability-say-victims-advocates-1.5477383,"Vancouver-based therapist received more than 600 death threats and racist slurs after writing 'I really hope these land protectors are OK, sending love to all our protectors out there,"" on an Instagram post of a video of a truck running through a bunch of protesters",2020-02-27,2020-02-27,0,British Columbia,Vancouver,,,,,Indigenous,,,,,,,,,,,"Harassment: Other, Hate speech: Other",unknown; hate speech ; harassment; anti-indigenous; Vancouver,Possible duplicate incident,Group 07: URL duplicated in multiple incidents,,
911,https://www.cbc.ca/news/canada/calgary/calgary-police-covid-19-threats-charge-investigation-1.5517980,Calgary police charge man over threat to spread COVID-19 to Indigenous people,2020-04-01,2020-04-01,0,Alberta,Calgary,,Criminal: Unknown,,,Indigenous,,,,,,,,,,,,C; hate crime; anti-indigenous; Calgary,Possible duplicate incident,Group 08: URL duplicated in multiple incidents,,
