incident_id,city_or_region,province,national,detailed_location,article_url,needs_review,notes
195,Vancouver,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/union-gore-vancouver-1.4853062,,
196,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/anti-racist-demonstration-montreal-1.4854245,,
197,Edmonton,Alberta,,,https://www.ctvnews.ca/canada/ucp-rejects-hate-after-soldiers-of-odin-pose-for-pics-at-party-pub-night-1.4125085 https://www.cbc.ca/news/canada/edmonton/notley-wants-kenney-to-take-stand-against-hate-groups-1.4855795,,
198,Edmonton,Alberta,,,https://www.theglobeandmail.com/canada/article-cindy-gladue-hearing-to-shine-spotlight-on-questions-about-racism-in/,,
199,Toronto,Ontario,,,https://www.theglobeandmail.com/canada/toronto/article-public-safety-policing-and-racism-at-the-forefront-of-fight-for/,,
200,New Glasgow,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/anti-racism-rally-new-glasgow-nail-gun-shooting-dlamini-1.4854924,,
201,,Ontario,,,https://nationalpost.com/news/canada/reserve-force-commanders-dumped-racial-incidents-alleged-army-units-in-ontario-dealing-with-crisis-in-leadership,,
202,Toronto,Ontario,,,https://nationalpost.com/news/canada/far-right-fringe-candidate-in-toronto-mayoral-race-sues-bell-for-refusing-to-air-her-campaign-ad,,
203,Hamilton,Ontario,,,https://www.cbc.ca/news/canada/hamilton/sgro-afro-canadian-1.4856566,,
204,Ottawa,Ontario,,,https://www.theglobeandmail.com/politics/article-ottawa-holds-consultations-on-racism-behind-closed-doors/,,
205,Edmonton,Alberta,,,https://www.vice.com/en_ca/article/xw9pwj/soldiers-of-odin-edmonton-chapter-shuts-down-rebrands-as-canadian-infidels,,
206,Ottawa,Ontario,,,"https://www.theloop.ca/the-bay-is-selling-a-make-canada-great-again-hat-and-the-internet-isnt-happy/ 
https://www.thestar.com/vancouver/2018/12/18/the-bay-pulls-make-canada-great-again-hats-from-pacific-centre-after-accidental-stocking.html",,
207,St. Albert,Alberta,,,https://www.cbc.ca/news/canada/edmonton/st-albert-racism-indigenous-letter-1.4867362,,
208,Mississauga,Ontario,,,https://www.mississauga.com/news-story/8965954-mississauga-mayoral-candidate-kevin-johnston-charged-with-hate-crime-against-muslims-case-returns-to-court-after-election/,,
209,Ottawa,Ontario,,,https://www.huffingtonpost.ca/2018/10/19/pablo-rodriguez-systemic-racism_a_23566269/,,
210,Peel Region,Ontario,,,https://lfpress.com/news/canada/ontario-school-board-accused-of-pressuring-teachers-not-to-teach-racist-to-kill-a-mockingbird/wcm/ba715ee8-71a6-4ba5-8898-0caf34812983,,
211,Calgary,Alberta,,,https://www.cbc.ca/news/canada/calgary/alberta-facebook-instagram-store-controversy-1.4872175,,
212,Brantford,Ontario,,,https://www.cbc.ca/news/canada/hamilton/brantford-mosque-hate-crime-1.4874470,,
213,Toronto,Ontario,,York,https://www.cbc.ca/news/canada/toronto/york-school-board-resignation-1.4879429,,
214,Calgary,Alberta,,,https://www.cbc.ca/news/canada/calgary/calgary-bus-assault-hate-crime-1.4886085,,
215,Yarmouth,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/nscc-apologizes-for-door-decoration-it-says-was-racist-1.4885803,,
216,Toronto,Ontario,,,https://www.ctvnews.ca/canada/hate-speech-or-public-service-controversy-surrounds-steve-bannon-s-toronto-trip-1.4155683,,
217,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/cfl-agent-black-face-1.4880779,,
218,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/alberta-school-division-apologizes-after-employee-dressed-up-in-blackface-1.4662255,,
219,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/halloween-costume-guidelines-cultural-appropriation-metis-1.4883106,,
220,Calgary,Alberta,,,https://www.cbc.ca/news/canada/edmonton/kenney-campaign-worker-controversy-1.4885151,,
221,Halifax,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/okay-to-be-white-halifax-1.4887174,,
222,Winnipeg,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/hate-messages-university-manitoba-campus-1.4889084,,
223,Winnipeg,Manitoba,,,https://www.theglobeandmail.com/canada/article-winnipeg-man-stabbed-after-protecting-bus-passenger-from-racist-slurs/,,
224,Edmonton,Alberta,,,https://globalnews.ca/news/4626621/edmonton-first-nations-mother-racism/,,
225,New Westminster,British Columbia,,,https://globalnews.ca/news/4626251/trolling-racially-charged-posters-proclaiming-its-okay-to-be-white-posted-in-new-westminster/,,
226,Vancouver,British Columbia,,,https://www.thechronicleherald.ca/news/canada/bc-casino-accused-of-profiling-drake-says-it-stands-against-racism-256379/,,
227,St. Albert,Alberta,,,https://www.stalbertgazette.com/article/far-right-group-removed-from-anti-racism-event-20181102,,
228,Charlottetown,Prince Edward Island,,,https://www.cbc.ca/news/canada/prince-edward-island/pei-okay-to-be-white-charlottetown-1.4893824,,
229,Toronto,Ontario,,,https://www.cnn.com/2018/11/06/us/rings-of-peace-toronto-trnd/index.html,,
230,Vancouver,British Columbia,,,https://twitter.com/SGUYBRAY/status/1060709973204787200?s=19,,
231,Edmonton,Alberta,,,https://www.huffingtonpost.ca/2018/11/09/kerry-diotte-bashir-mohamed-twitter-court-legal_a_23585265/?utm_hp_ref=ca-politics,,
232,Edmonton,Alberta,,,https://m.facebook.com/story.php?story_fbid=2256781771217650&id=1654343418128158,,
233,Chilliwack,British Columbia,,,https://globalnews.ca/news/4641677/chilliwack-anti-racism-advocate-ordered-deported-back-to-u-k-over-his-racist-past/,,
234,Calgary,Alberta,,,https://calgary.ctvnews.ca/four-military-members-suspended-over-alleged-connection-to-racist-website-1.4171877,,
235,Toronto,Ontario,,,https://www.huffingtonpost.ca/2018/11/12/jewish-hate-crime-north-toronto_a_23587752/,,
236,Vancouver,British Columbia,,,https://globalnews.ca/news/4653750/vancouver-polish-church-vandalized/,,
237,Montreal,Quebec,,,https://www.ctvnews.ca/canada/montreal-man-alleges-racial-profiling-at-hudson-s-bay-1.4177708,,
238,Montreal,Quebec,,,https://montrealgazette.com/news/montreal-police-obtain-warrant-to-arrest-alleged-neo-nazi,,
239,Okanagan,British Columbia,,,https://globalnews.ca/news/4672372/okanagan-conservatives-facebook-poster-denies-hes-racist/,,
240,Kelowna,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/ignorance-and-fear-racist-graffiti-at-kelowna-sikh-temple-draws-condemnation-1.4912345,,
241,Halifax,Nova Scotia,,,https://o.canada.com/pmn/news-pmn/canada-news-pmn/halifax-restaurateur-decries-racial-remarks-after-road-rage-incident/wcm/28c6b465-bff3-4cab-9391-374d100dd08f,,
242,Toronto,Ontario,,,https://www.ctvnews.ca/canada/first-female-indigenous-dean-of-canadian-law-school-sues-for-racial-discrimination-1.4186803,,
243,Peterborough,Ontario,,,https://www.thepeterboroughexaminer.com/opinion-story/9043664-peterborough-farmers-market-allegations-mirror-resurgent-anti-semitism/,,
244,Ottawa,Ontario,,,https://www.cbc.ca/news/canada/ottawa/bhatnagar-ottawa-police-human-rights-tribunal-1.4913293,,
245,Peel Region,Ontario,,,https://toronto.citynews.ca/2018/11/22/peel-police-officer-video-arrest-racism/,,
246,Neepawa,Manitoba,,,https://www.cbc.ca/news/indigenous/neepawa-waywayseecappo-peewee-hockey-game-1.4924967,,
247,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/discrimination-hotel-pool-access-1.4917261,,
248,Ottawa,Ontario,,,https://www.huffingtonpost.ca/2018/11/29/lynn-beyak-letters-senate-ethics-investigation_a_23604499/,,
249,Toronto,Ontario,,,https://globalnews.ca/news/4707986/mcgill-student-stunt-driving-charges-driving-while-black-opp/,,
250,Toronto,Ontario,,,https://o.canada.com/news/white-reservist-who-hurled-racial-abuse-at-black-soldiers-wont-be-disciplined-army-decides/wcm/befde57c-d8f1-487f-b761-0e0c2031a3da,,
251,Toronto,Ontario,,York,https://www.theglobeandmail.com/canada/toronto/article-protesters-voice-concerns-about-york-school-board-trustee-elect-at/,,
252,London,Ontario,,,https://lfpress.com/news/local-news/racist-costume-prompts-legion-to-consider-halloween-party-ban,,
253,Halifax,Nova Scotia,,,https://nationalpost.com/news/canada/aboriginal-poet-faces-backlash-for-calling-out-nhl-themed-totem-poles,,
254,Victoria,British Columbia,,,https://www.sookenewsmirror.com/news/fix-canada-first-posters-found-at-victoria-bus-stops/,,
255,Edmonton,Alberta,,,https://globalnews.ca/news/4751153/edmonton-transit-bus-driver-racist-rant-young-women-city-hall/,,
256,Thunder Bay,Ontario,,,https://www.cbc.ca/news/indigenous/christina-gliddy-police-thunder-bay-1.4941154,,
257,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/excessive-force-crarr-arrest-1.4941511,,
258,Edmonton,Alberta,,,https://www.straight.com/news/1178116/canadas-yellow-vest-movement-criticized-attracting-extremists,Multiple locations,"Multiple locations: Edmonton, AB; Calgary, AB; Vancouver, BC"
259,,Quebec,,,https://www.cbc.ca/news/canada/montreal/quebec-city-assault-bar-possibly-hate-crime-1.4947953,,
260,Toronto,Ontario,,,https://news.vice.com/en_ca/article/gy7n33/a-toronto-conference-on-racism-will-feature-both-anti-islam-speakers-and-jewish-groups,,
261,Edmonton,Alberta,,,https://globalnews.ca/news/4789167/alberta-yellow-vest-rallies-protests/,Multiple locations,"Multiple locations: Edmonton, AB; Calgary, AB; Edson, AB; Brooks, AB; Medicine Hat, AB"
262,Mississauga,Ontario,,,https://www.cbc.ca/news/canada/toronto/peel-officer-racist-statements-1.4956960,,
263,Vancouver,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/lord-byng-racist-threat-school-parents-1.5628913,,
264,Ottawa,Ontario,,,https://www.cbc.ca/news/politics/facebook-faith-goldy-ban-alt-right-1.5088827,,
265,Leduc,Alberta,,,https://www.cbc.ca/news/canada/edmonton/leduc-indigenous-family-racist-letter-1.4964125,,
266,,Quebec,,,https://www.ctvnews.ca/sports/quebec-politician-says-criticism-of-comtois-is-anti-francophone-racism-1.4239127,,
267,Montreal,Quebec,,,https://nationalpost.com/news/politics/radio-canada-accused-of-racism-for-parody-mocking-pms-india-trip,,
268,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/barber-shop-racist-graffiti-1.4965474,,
269,Cranbrook,British Columbia,,,https://www.castlegarnews.com/news/yellow-vest-protesters-demonstrate-in-cranbrook/,,
270,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/edmonton-chop-shop-1.4968150,,
271,Regina,Saskatchewan,,,https://leaderpost.com/news/local-news/yellow-vests-not-welcome-at-regina-oil-and-gas-rally,,
272,Thunder Bay,Ontario,,,https://www.cbc.ca/news/canada/thunder-bay/thunder-bay-enough-rally-1.4970390,,
273,Cardston,Alberta,,,https://www.cbc.ca/news/canada/calgary/cardston-doctor-lloyd-clarke-controversy-1.4969118,,
274,Ottawa,Ontario,,,https://www.seattletimes.com/nation-world/nation/china-ambassador-accuses-canada-and-allies-of-racism/,,
275,,,Yes,,https://www.narcity.com/news/canadians-made-a-facebook-protest-group-about-justin-trudeau-and-its-full-of-death-threats,,
276,Gatineau,Quebec,,,https://www.cbc.ca/news/canada/ottawa/ups-incident-racist-comment-gatineau-1.4971293,,
277,Regina,Saskatchewan,,,https://www.ctvnews.ca/politics/man-booed-at-trudeau-town-hall-for-christianity-and-islam-don-t-mix-remark-1.4249600,,
278,Kamloops,British Columbia,,,https://globalnews.ca/news/4840763/radio-host-threats-yellow-vest/,,
279,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/yellow-vests-canada-alberta-1.4974721,,
280,Merritt,British Columbia,,,https://www.coastmountainnews.com/news/suspicious-fire-at-merritt-church-considered-possible-hate-crime/,,
281,Peace River,Alberta,,,https://www.cbc.ca/news/canada/british-columbia/un-site-c-dam-indigenous-rights-agreement-1.4978411,,
282,Montreal,Quebec,,,https://montrealgazette.com/news/canada/comedian-rejected-for-shows-after-dreadlocks-deemed-cultural-appropriation/wcm/f763f02e-4acf-49b0-ac59-cf65e282d89b,,
283,Burnaby,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/burnaby-south-candidate-karen-wang-resigns-over-social-media-comments-1.4980537,,
284,Flin Flon,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/racist-facebook-posts-restorative-justice-1.4982510,,
285,,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/first-nations-protest-manitoba-hydro-1.4984819,,
286,Fort McMurray,Alberta,,,https://www.thestar.com/edmonton/2019/01/23/video-mocking-indigenous-dance-just-one-thread-in-unravelling-canadas-racism-problem-researcher-says.html,,
287,Toronto,Ontario,,,https://www.vice.com/en_ca/article/qvypjp/james-sears-editor-of-canadas-most-racist-paper-guilty-of-hate-charges,,
288,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/mosque-edmonton-al-rashid-police-1.4994563,,
289,Red Deer,Alberta,,,https://www.cbc.ca/news/canada/edmonton/yellow-vest-protests-red-deer-newcomers-1.4993394,,
290,Halifax,Nova Scotia,,,https://www.halifaxexaminer.ca/featured/racist-full-stop/,,
291,Edmonton,Alberta,,,https://globalnews.ca/news/4897898/edmonton-racist-note-on-car/,,
292,Edmonton,Alberta,,,https://edmontonjournal.com/news/politics/ucp-denounces-racist-letter-sent-to-edmonton-mosque-after-party-logo-used,,
293,Quebec City,Quebec,,,https://www.theglobeandmail.com/canada/article-legault-seeks-to-clarify-islamaphobia-comments/,,
294,Halifax,Nova Scotia,,,https://www.thechronicleherald.ca/news/canada/dalhousies-interim-president-stirs-controversy-with-book-on-campus-dissent-280812/,,
295,,Quebec,,,https://www.thestar.com/news/canada/2019/02/03/mp-says-feds-slow-to-act-on-anti-black-racism-one-year-after-trudeau-pledge.html,,
296,Winnipeg,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/bermax-cafe-anti-semitic-1.5004245,,
297,Winnipeg,Manitoba,,,https://www.jpost.com/Diaspora/Kosher-restaurant-in-Canada-hit-with-second-antisemitic-attack-579821,,
298,Ottawa,Ontario,,,https://nationalpost.com/news/politics/maxime-bernier-defends-right-hand-man-after-accusations-of-antisemitism-misogyny-and-racism,,
299,Ottawa,Ontario,,,https://www.cbc.ca/news/politics/parliament-hill-racist-allegations-1.5010748,,
300,,Manitoba,,,https://www.huffingtonpost.ca/2019/02/13/mediation-circle-recommends-indigenous-community-service-for-racist-facebook-post_a_23669149/,,
301,,Quebec,,,https://www.huffingtonpost.ca/2019/03/01/yannick-lemay-jody-wilson-raybould_a_23681852/,,
302,Waterloo,Ontario,,,https://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-oxford-n-word-fight-investigation-1.5043690,,
303,Winnipeg,Manitoba,,,https://winnipeg.ctvnews.ca/taxi-company-takes-actions-to-make-amends-after-driver-s-anti-semitic-racist-comments-1.4324835,,
304,Vancouver,British Columbia,,,https://www.citynews1130.com/2019/03/07/vancouver-councillor-racism-email/,,
305,Saint John,New Brunswick,,,https://www.cbc.ca/news/canada/new-brunswick/racist-book-school-scalping-1.5009411,,
306,Halifax,Nova Scotia,,,https://globalnews.ca/news/4942344/united-stand-against-racism-halifax/,,
307,,Nova Scotia,,,https://o.canada.com/pmn/news-pmn/canada-news-pmn/n-s-man-settles-racial-discrimination-complaint-after-alleged-nail-gun-shooting/wcm/ccdbfaf2-8881-4025-80ee-4e5d3912dbde,,
308,Toronto,Ontario,,,https://www.cbc.ca/news/canada/toronto/two-provincial-employees-sue-province-over-alleged-systemic-racism-1.5057362,,
309,Ottawa,Ontario,,,https://www.thepostmillennial.com/the-media-needs-to-settle-down-scheers-statement-was-not-a-dog-whistle/,,
310,Ottawa,Ontario,,,https://www.straight.com/news/1215146/broadcasting-group-calls-rcmp-probe-facebook-and-youtube-airing-murderous-attacks,,
311,Vancouver,British Columbia,,,https://www.straight.com/news/1215686/new-zealand-mass-shooting-fires-anti-racism-protests-vancouver-and-across-canada,Multiple locations,"Multiple locations: Vancouver, BC; Edmonton, AB; Lethbridge, AB"
312,Fort McMurray,Alberta,,,https://www.cbc.ca/news/canada/edmonton/fort-mcmurray-hockey-team-forfeits-1.5020317,,
313,Ottawa,Ontario,,,https://globalnews.ca/news/4965204/trudeau-condemns-sexist-racist-comments-jody-wilson-raybould/,,
314,,Quebec,,,https://www.cbc.ca/news/indigenous/quebec-women-petition-indian-act-discrimination-1.5021627,,
315,Toronto,Ontario,,,https://www.cbc.ca/news/canada/toronto/anti-semitic-graffiti-western-technical-school-1.5057758,,
316,Mississauga,Ontario,,,https://www.cbc.ca/news/canada/toronto/it-s-a-tragedy-provincial-funding-cut-puts-an-end-to-school-programming-that-combats-racism-1.5055731,,
317,Ottawa,Ontario,,,https://ottawacitizen.com/news/local-news/police-step-up-patrols-at-ottawa-mosques-after-christchurch-attacks,,
318,,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/bc-first-province-wide-open-mosque-day-1.5022142,,
319,Kingston,Ontario,,,https://www.thewhig.com/news/local-news/yellow-vests-protestors-face-off-in-kingston,,
320,,Newfoundland and Labrador,,,https://www.cbc.ca/news/canada/newfoundland-labrador/hasan-hai-racist-facebook-comments-1.5023426,,
321,,,Yes,,https://www.cbc.ca/news/politics/truck-convoy-red-deer-ottawa-arnprior-1.5023646,,
322,Hamilton,Ontario,,,https://www.cbc.ca/news/canada/hamilton/paul-fromm-1.5061974,,
323,Calgary,Alberta,,,https://pressprogress.ca/ucp-candidate-complained-white-supremacist-terrorists-are-treated-unfairly-leaked-messages-show/,,
324,Regina,Saskatchewan,,,https://www.cbc.ca/news/canada/saskatchewan/arrest-history-moe-meili-1.5061894,,
325,Calgary,Alberta,,,https://calgaryherald.com/news/local-news/nenshi-offers-personal-angry-response-to-mosque-attack,,
326,Onion Lake,Alberta,,,https://www.newswire.ca/news-releases/chiefs-will-not-endorse-legislation-of-our-sacred-languages-832900866.html,,
327,Waterloo,Ontario,,,https://www.cbc.ca/news/canada/kitchener-waterloo/racist-social-posts-waterloo-region-district-school-board-1.5024676,,
328,Edmonton,Alberta,,,https://edmontonjournal.com/news/local-news/alberta-muslim-public-affairs-council-calls-for-crackdown-on-canadian-alt-right-groups,,
329,Peterborough,Ontario,,,https://www.thepeterboroughexaminer.com/news-story/9230359-lynn-gehl-launches-weekly-protests-at-monsef-s-office-over-gender-discrimination-in-the-indian-act/,,
330,Ottawa,Ontario,,,https://www.theglobeandmail.com/canada/article-sen-lynn-beyak-broke-senates-code-of-conduct-by-posting-racist/,,
331,Burnaby,British Columbia,,,https://www.burnabynow.com/news/burnaby-south-candidates-called-racist-liar-stupid-and-more-at-raucous-debate-1.23639937,,
332,Ottawa,Ontario,,,https://www.vice.com/en_ca/article/a3bjb4/andrew-scheer-criticized-for-support-of-united-we-roll-convoy,,
333,Peterborough,Ontario,,,https://www.thepeterboroughexaminer.com/news-story/9229793-peterborough-white-nationalist-kevin-goudreau-denies-posting-call-for-violence-in-wake-of-new-zealand-shooting/,,
334,Toronto,Ontario,,,https://www.dailymail.co.uk/news/article-6830831/Student-wearing-MAGA-cap-New-Zealand-massacre-vigil-Canada-ripped-head.html,,
335,Edmonton,Alberta,,,https://www.vice.com/en_ca/article/eve9jj/alberta-muslim-council-urges-three-percenters-militia-to-be-placed-on-terror-list,,
336,Ottawa,Ontario,,,https://www.theglobeandmail.com/politics/article-canadian-labour-congress-and-muslim-group-accuse-scheer-of-emboldening/,,
337,Toronto,Ontario,,,https://www.680news.com/video/2019/03/21/scuffle-disrupts-anti-racism-rally-in-toronto/,,
338,Calgary,Alberta,,,https://www.ctvnews.ca/canada/it-s-shocking-alberta-politician-s-campaign-sign-defaced-with-racist-graffiti-1.4346956,,
339,Cariboo Region,British Columbia,,Mount Polley,https://www.coastmountainnews.com/news/b-c-feds-accused-of-environmental-racism-over-site-c-mount-polley/,,
340,Halifax,Nova Scotia,,,https://www.thechronicleherald.ca/news/local/halifax-rally-targets-anti-immigration-policies-rhetoric-294085/,,
341,Montreal,Quebec,,,https://www.thestar.com/news/canada/2019/03/21/sir-john-a-macdonald-statue-vandalized-again-in-downtown-montreal.html,,
342,Mississauga,Ontario,,,https://markets.businessinsider.com/news/stocks/government-of-canada-helps-muslim-neighbour-nexus-protect-against-hate-motivated-crimes-1027977015,,
343,Quebec City,Quebec,,,https://www.cbc.ca/news/canada/montreal/people-rally-against-racism-in-quebec-city-1.5069248,,
344,Ottawa,Ontario,,,https://www.cbc.ca/news/canada/nova-scotia/racial-profiling-parliament-hill-anti-racism-training-security-1.5030583,,
345,Montreal,Quebec,,Anjou,https://montreal.ctvnews.ca/i-m-not-racist-i-m-just-realistic-anjou-councillor-reproached-for-post-about-muslim-doctor-1.4349663,,
346,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/montrealers-take-to-the-streets-for-anti-racism-demonstration-1.5069234,,
347,Iqaluit,Nunavut,,,https://www.cbc.ca/news/canada/north/cooper-regel-potential-lawsuit-1.5071083,,
348,Saint-Jérôme,Quebec,,,https://www.cbc.ca/news/canada/montreal/quebec-hockey-player-and-his-family-taunted-by-racist-fans-1.5034645,,
349,Surrey,British Columbia,,,https://www.surreynowleader.com/news/b-c-shop-owners-to-keep-selling-controversial-golliwog-dolls/,,
350,Levis,Quebec,,,https://www.cbc.ca/news/canada/montreal/levis-mosque-threat-letter-reporting-hate-crime-1.5071873,,
351,Montreal,Quebec,,,https://o.canada.com/pmn/news-pmn/canada-news-pmn/independent-probe-sought-in-heavy-handed-ticketing-attempt-by-montreal-subway-inspectors/wcm/70c48b66-83df-4222-b1f0-2dfec796d116,,
352,Sylvan Lake,Alberta,,,https://globalnews.ca/news/5099771/freedom-conservative-party-candidates-resignation-islamophobia/,,
353,,Quebec,,,https://www.vice.com/en_ca/article/vbwaq9/christchurch-shooting-suspect-donated-to-a-far-right-group-active-in-canada,,
354,Edmonton,Alberta,,,https://thestarphoenix.com/news/local-news/ndp-signs-vandalized-with-swastikas-crude-language-in-central-edmonton/wcm/cff5498f-bd95-434f-9f7c-db24c57bf438,,
355,,Quebec,,,https://www.journalpioneer.com/news/canada/religious-symbols-groups-denounce-legalization-of-discrimination-in-quebec-295878/,,
356,Ottawa,Ontario,,,https://www.cbc.ca/news/politics/tasker-lynn-beyak-carolyn-bennett-tweets-1.5075569,,
357,Halifax,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/halifax-street-checks-racial-profiling-rally-1.5078428,,
358,Kelowna,British Columbia,,,https://www.castanet.net/edition/news-story-252852-101-.htm,,
359,Lac Ste. Anne,Quebec,,,https://pressprogress.ca/ucp-candidate-promoted-far-right-conspiracy-claiming-the-united-nations-is-taking-control-of-canadas-borders/,,
360,Vancouver,British Columbia,,,https://www.thepostmillennial.com/two-british-columbia-organizers-resign-from-maxime-berniers-peoples-party-of-canada/,,
361,,Saskatchewan,,,https://www.cbc.ca/news/canada/saskatchewan/rally-ruckus-moe-meili-1.5080537,,
362,Langley,British Columbia,,,https://www.narcity.com/ca/bc/vancouver/news/police-are-investigating-racist-and-sexist-graffiti-found-at-canadian-elementary-school,,
363,Winnipeg,Manitoba,,,https://nationalpost.com/news/canada/indigenous-music-awards-stands-by-contentious-nomination-in-face-of-boycott,,
364,Toronto,Ontario,,,https://nationalpost.com/news/canada/i-had-a-front-row-seat-to-hate-and-was-physically-assaulted-the-liberal-washing-of-white-nationalism-2,,
365,Kelowna,British Columbia,,,https://www.castanet.net/news/Kelowna/252946/PPC-denies-racist-allegation,,
366,Ottawa,Ontario,,,https://www.aljazeera.com/news/2019/04/canada-evicted-ottawa-residents-file-human-rights-complaint-190403155450092.html,,
367,Ottawa,Ontario,,,https://www.princegeorgematters.com/local-news/prince-george-woman-raises-issues-of-racism-islamophobia-in-house-of-commons-1357829,,
368,Montreal,Quebec,,,https://www.lifesitenews.com/news/montreal-committee-imposes-anti-discrimination-clause-on-elected-officials,,
369,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/pride-centre-racism-transphobia-allegations-1.5088052,,
370,Newmarket,Ontario,,,https://www.barrietoday.com/around-ontario/beyond-local-hate-groups-targeting-high-school-students-experts-say-1365977,,
371,Vancouver,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/indigenous-fired-native-discrimination-1.5091404,,
372,Ottawa,Ontario,,,https://www.thestar.com/news/canada/2019/04/10/scheer-denounces-white-supremacy-after-conservative-senator-questions-threat.html,,
373,Waterloo,Ontario,,,https://www.cjnews.com/news/canada/muslim-professor-says-she-was-assaulted-at-conference,,
374,Hampstead,Quebec,,,https://globalnews.ca/news/5156658/montreal-valerie-plante-william-steinberg-ethnic-cleansing/,,
375,Montreal,Quebec,,,https://www.ctvnews.ca/sci-tech/facebook-faces-possible-class-action-lawsuit-in-canada-over-discriminatory-job-ads-1.4377460,,
376,Kingston,Ontario,,,http://boxscorenews.com/taking-the-lead-the-roundtable-on-racism-in-hockey-p153118-68.htm,,
377,Mississauga,Ontario,,,https://www.yahoo.com/lifestyle/old-navy-employee-fired-after-grabbing-black-woman-accusing-her-of-shoplifting-in-viral-video-003324850.html,,
378,Brandon,Manitoba,,,https://jewishjournal.com/news/world/300136/anti-semitic-graffiti-found-at-two-canadian-schools/,,
379,Sudbury,Ontario,,,https://www.cbc.ca/news/canada/sudbury/laurentian-university-racism-concerns-1.5098230,,
380,Winnipeg,Manitoba,,,https://theconversation.com/how-an-nhl-street-party-caused-a-social-media-storm-about-racism-115419,,
381,,Ontario,,,https://nationalpost.com/pmn/news-pmn/ontarios-cuts-to-legal-aid-for-refugees-racist-xenophobic-and-possibly-unconstitutional,,
382,Ottawa,Ontario,,,https://www.cbc.ca/news/indigenous/fn-children-ottawa-1.5102627,,
383,Toronto,Ontario,,,https://www.macleans.ca/opinion/the-racial-profiling-of-masai-ujiri/,,
384,Toronto,Ontario,,,https://www.rappler.com/nation/233265-filipino-migrant-farm-care-workers-join-marches-canada,,
385,West Moberly,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/caribou-draft-plan-west-moberly-chief-racism-jobs-1.5102961,,
386,Winnipeg,Manitoba,,,https://winnipegsun.com/news/crime/very-troubling-police-investigate-robbery-as-possible-hate-crime,,
387,Dryden,Ontario,,,http://www.netnewsledger.com/2019/04/20/dryden-area-anti-racism-network-on-senator-beyak/,,
388,Winnipeg,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/winnipeg-restaurant-hate-crime-1.5105204,,
389,Calgary,Alberta,,,https://globalnews.ca/news/5187505/9-year-old-syrian-refugee-suicide-mental-health/,,
390,Winnipeg,Manitoba,,,http://www.israelnationalnews.com/News/News.aspx/262156,,
391,Surrey,British Columbia,,,https://www.citynews1130.com/2019/04/25/surrey-man-arrested-vaisakhi-parade/,,
392,Winnipeg,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/linda-sarsour-brian-bowman-1.5113672,,
393,Sioux Lookout,Ontario,,,https://www.theglobeandmail.com/canada/article-arrest-video-shines-national-spotlight-on-race-relations-in-sioux/,,
394,Richmond,British Columbia,,,https://www.wric.com/news/its-hurtful-racist-graffiti-spray-painted-at-bryan-park/,,
395,North Bay,Ontario,,,https://www.theglobeandmail.com/canada/article-nipissing-university-investigates-following-report-of-student-teacher/,,
396,,,Yes,,https://nationalpost.com/pmn/news-pmn/ancestry-ad-gets-it-wrong-canada-was-never-slave-free,,
397,Toronto,Ontario,,,https://www.cbc.ca/news/canada/kitchener-waterloo/nour-hadidi-comedian-racist-comments-the-registry-sam-varteniuk-1.5120181,,
398,Grande Prairie,Alberta,,,https://globalnews.ca/news/5240573/royal-canadian-legion-soldiers-of-odin-grande-prairie/,,
399,Saskatoon,Saskatchewan,,,https://lailasnews.com/nigerian-in-canada-asks-cries-out-over-alleged-suicidal-level-racism/,,
